test_id	inti_type	pre_prob	bacterial_host	pre_prob	resistance_category
JADKGN010000001.1|MBL0351513.1|Group07_0	Group07	0.99985194	Betaproteobacteria	0.9916046	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
MEQN01000033.1|OFZ70749.1|Group07_0	Group07	0.99986327	Betaproteobacteria	0.7575754	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JABTUG010000002.1|MBE7422319.1|Group07_0	Group07	0.9998233	Betaproteobacteria	0.98724735	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
NZ_FOVE01000023.1|WP_091197570.1|Group07_0	Group07	0.34694925	Betaproteobacteria	0.37584168	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
LN775173.1|CEN54821.1|Group07_0	Group07	0.99650687	Zetaproteobacteria	0.4900626	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JAIENA010000305.1|MBY0241518.1|Group07_0	Group07	0.99994755	Betaproteobacteria	0.9979777	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,fosfomycin,glycopeptide,isoniazid,multidrug,mupirocin,peptide,pleuromutilin,quinolone,rifamycin,tetracycline,triclosan
PERR01000046.1|PPD25591.1|Group07_0	Group07	0.98945904	Gammaproteobacteria	0.69893676	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JADKEU010000015.1|MBK9595931.1|Group07_0	Group07	0.9998721	Betaproteobacteria	0.97361654	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JADCHN010000088.1|MCA3148625.1|Group07_0	Group07	0.90210134	Betaproteobacteria	0.5392388	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_CP021648.1|WP_087746073.1|Group07_0	Group07	0.9999473	Betaproteobacteria	0.57196283	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JAGOFB010000087.1|MBP7413836.1|Group07_0	Group07	0.9998903	Betaproteobacteria	0.63912743	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JAGTRW010000024.1|MBS1229475.1|Group07_0	Group07	0.9999701	Zetaproteobacteria	0.60530865	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_BHGL01000017.1|WP_223246882.1|Group07_0	Group07	0.9998253	Betaproteobacteria	0.82763386	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JAFKMO010000022.1|MBN8767271.1|Group07_0	Group07	0.9998404	Betaproteobacteria	0.9807733	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JAEUNM010000138.1|MBL8474223.1|Group07_0	Group07	0.9993734	Betaproteobacteria	0.9309735	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
NZ_FOFS01000014.1|WP_093288957.1|Group07_0	Group07	0.99994826	Gammaproteobacteria	0.9973877	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,ethambutol,glycopeptide,isoniazid,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
QVLR01000107.1|MBD5805240.1|Group07_0	Group02	0.4722868	Betaproteobacteria	0.4538715	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_JUHE01000001.1|WP_047518229.1|Group07_0	Group07	0.9999901	Betaproteobacteria	0.9998888	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
SCPW01000127.1|TAN83598.1|Group07_0	Group07	0.99900144	Betaproteobacteria	0.69844276	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
DRJU01000197.1|HEN47249.1|Group07_0	Group07	0.9989262	Gammaproteobacteria	0.5885842	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
PAKU01000026.1|MAY26278.1|Group07_0	Group07	0.98137546	Zetaproteobacteria	0.5136806	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline
SSGF01000002.1|TXI47537.1|Group07_0	Group07	0.99989545	Betaproteobacteria	0.9971113	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_FTNW01000008.1|WP_076584216.1|Group07_0	Group07	0.9998753	Gammaproteobacteria	0.99942434	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline
Unknown|WP_205737228.1|Group07_0	Group07	0.99998856	Betaproteobacteria	0.640622	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_CP019947.1|WP_079200899.1|Group07_0	Group07	0.99987686	Gammaproteobacteria	0.9965145	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JAGPBV010000076.1|MBP9219001.1|Group07_0	Group07	0.96968955	Betaproteobacteria	0.6387821	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JAHIXQ010000232.1|MBU0809526.1|Group07_0	Group07	0.9999684	Gammaproteobacteria	0.99855596	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
LN775149.1|CEN54797.1|Group07_0	Group07	0.99998903	Zetaproteobacteria	0.8624211	MLS,aminoglycoside,bacitracin,beta-lactam,elfamycin,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JADJSA010000018.1|MBK8338430.1|Group07_0	Group07	0.99724483	Betaproteobacteria	0.8703585	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_CP065406.1|WP_196995791.1|Group07_0	Group07	0.9999186	Betaproteobacteria	0.9022577	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
Unknown|WP_218805741.1|Group07_0	Group07	0.9999629	Gammaproteobacteria	0.63951045	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,tetracycline
JAFGWY010000150.1|MBN2680553.1|Group07_0	Group07	0.9999517	Acidithiobacillia	1.0	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,ethambutol,glycopeptide,multidrug,peptide,quinolone,rifamycin,tetracycline
NZ_CP014784.1|WP_061905033.1|Group07_0	Group07	0.99943763	Gammaproteobacteria	0.98809904	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
WSYA01000038.1|KAF0204313.1|Group07_0	Group07	0.9987143	Betaproteobacteria	0.5459647	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_FXAM01000001.1|WP_085214132.1|Group07_0	Group07	0.99963427	Gammaproteobacteria	0.64752614	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JAFECU010000118.1|MBS0291549.1|Group07_0	Group07	0.9999598	Betaproteobacteria	0.5860333	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JABFSH010000025.1|NOT12198.1|Group07_0	Group07	0.99984205	Betaproteobacteria	0.7639069	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_CP053553.1|WP_172208098.1|Group07_0	Group07	0.99962234	Betaproteobacteria	0.73728013	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JABBOY010000041.1|NMM29241.1|Group07_0	Group07	0.9595928	Betaproteobacteria	0.52166516	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JAGHSN010000983.1|MBQ0133367.1|Group07_0	Group07	0.99999535	Betaproteobacteria	0.6764825	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline
NZ_JPOJ01000001.1|WP_005372856.1|Group07_0	Group07	0.9984328	Gammaproteobacteria	0.8784985	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_FTMD01000014.1|WP_076603586.1|Group07_0	Group07	0.9915549	Betaproteobacteria	0.78280103	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
LN775260.1|CEN54908.1|Group07_0	Group07	0.9999697	Zetaproteobacteria	0.53899604	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
Unknown|WP_211236108.1|Group07_0	Group07	0.99986744	Betaproteobacteria	0.8818703	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,tetracycline
NZ_FOID01000026.1|WP_041356430.1|Group07_0	Group07	0.9999714	Betaproteobacteria	0.9844624	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,glycopeptide,isoniazid,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline
NZ_CP027657.1|WP_106736470.1|Group07_0	Group07	0.99996305	Gammaproteobacteria	0.9980374	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline
LN775179.1|CEN54827.1|Group07_0	Group07	0.9998965	Zetaproteobacteria	0.94910324	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
QFXH01000010.1|RFC31155.1|Group07_0	Group07	0.99984527	Betaproteobacteria	0.90681124	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
CP054389.1|QOJ10322.1|Group07_0	Group07	0.9999887	Betaproteobacteria	0.95489585	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,glycopeptide,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline
JACROZ010000055.1|MBI4995893.1|Group07_0	Group07	0.9993581	Betaproteobacteria	0.9882786	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_LMDI01000030.1|WP_056666405.1|Group07_0	Group07	0.999926	Betaproteobacteria	0.77154464	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
LN775215.1|CEN54863.1|Group07_0	Group07	0.99992275	Zetaproteobacteria	0.67121875	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JABFSE010000003.1|NOT16665.1|Group07_0	Group07	0.78335077	Betaproteobacteria	0.85004115	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_CP048411.1|WP_197445772.1|Group07_0	Group07	0.999853	Gammaproteobacteria	0.9977982	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline
JAGOAN010000009.1|MBP5985033.1|Group07_0	Group07	0.9999635	Betaproteobacteria	0.988708	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,ethambutol,glycopeptide,multidrug,peptide,quinolone,rifamycin,tetracycline
LN775148.1|CEN54796.1|Group07_0	Group07	0.9736006	Betaproteobacteria	0.48771203	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_CP045202.1|WP_203466946.1|Group07_0	Group07	0.99988115	Betaproteobacteria	0.51377165	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JADJSD010000001.1|MBK8321536.1|Group07_0	Group07	0.9654281	Betaproteobacteria	0.88718253	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
LN775226.1|CEN54874.1|Group07_0	Group07	0.9999279	Zetaproteobacteria	0.7701208	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JAEUOS010000107.1|MBL8384072.1|Group07_0	Group07	0.99700195	Betaproteobacteria	0.83178854	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JAAUOK010000004.1|NJR43961.1|Group07_0	Group07	0.9927099	Zetaproteobacteria	0.4728864	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
QEKM01000001.1|PVY55064.1|Group07_0	Group07	0.999966	Betaproteobacteria	0.8782387	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JACPYT010000016.1|MBI3433071.1|Group07_0	Group07	0.99999213	Zetaproteobacteria	0.4458884	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_JADKYR010000002.1|WP_194747777.1|Group07_0	Group07	0.999785	Betaproteobacteria	0.9955947	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
AP021857.1|BBO21081.1|Group07_0	Group07	0.9999261	Betaproteobacteria	0.92592776	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JADKJU010000003.1|MBL0143769.1|Group07_0	Group07	0.9998604	Betaproteobacteria	0.9983796	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
MGSU01000095.1|OGR01737.1|Group07_0	Group07	0.9994916	Deltaproteobacteria	0.8713017	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,isoniazid,multidrug,peptide,quinolone,rifamycin,tetracycline,triclosan
NZ_MOAD01000001.1|WP_075322183.1|Group07_0	Group07	0.9998211	Acidithiobacillia	0.99999344	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,quinolone,rifamycin,tetracycline
NZ_CP010554.1|WP_202634915.1|Group07_0	Group07	0.9992638	Betaproteobacteria	0.7103486	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_CP016027.1|WP_066102124.1|Group07_0	Group07	0.9948148	Gammaproteobacteria	0.61302066	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
CP054595.1|QKS28692.1|Group07_0	Group07	0.99997365	Betaproteobacteria	0.7913045	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
FNNX01000027.1|SDW65360.1|Group07_0	Group07	0.9998723	Betaproteobacteria	0.8800683	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,glycopeptide,isoniazid,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline
Unknown|WP_123210426.1|Group07_0	Group07	0.99982184	Gammaproteobacteria	0.9931377	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_JAFFPG010000001.1|WP_214329321.1|Group07_0	Group07	0.999705	Gammaproteobacteria	0.9978382	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,trimethoprim
JFAX01000032.1|EXI64880.1|Group07_0	Group07	0.99951744	Betaproteobacteria	0.8825588	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JACQAP010000019.1|MBI3528806.1|Group07_0	Group07	0.99951947	Betaproteobacteria	0.7156293	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
VMSX01000021.1|MBA3033745.1|Group07_0	Group07	0.9999428	Betaproteobacteria	0.64472085	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
MZ590538.1|QZL14107.1|Group07_0	Group07	0.99981254	Zetaproteobacteria	0.7322613	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JABFRL010000104.1|NOT81771.1|Group07_0	Group07	0.99977165	Betaproteobacteria	0.5878912	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JAIESV010000062.1|MBX9762837.1|Group07_0	Group07	0.9997067	Gammaproteobacteria	0.9987992	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline
JAIESW010000084.1|MBX9965601.1|Group07_0	Group07	0.99998665	Betaproteobacteria	0.91321874	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
AMXE01000044.1|ENO87036.1|Group07_0	Group07	0.9999771	Betaproteobacteria	0.9616998	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JADJBM010000030.1|MBK6631747.1|Group07_0	Group07	0.9997533	Betaproteobacteria	0.9721664	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_JAAOJA010000003.1|WP_172146447.1|Group07_0	Group07	0.9999064	Gammaproteobacteria	0.9972097	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
PGZD01000046.1|PKM11183.1|Group07_0	Group07	0.9995504	Betaproteobacteria	0.82555664	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JAIENL010000015.1|MBY0408591.1|Group07_0	Group07	0.99994314	Betaproteobacteria	0.57666004	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_CP031337.1|WP_115434039.1|Group07_0	Group07	0.99965477	Betaproteobacteria	0.9856098	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
NZ_JAMOIB010000018.1|WP_122168151.1|Group07_0	Group07	0.9998128	Gammaproteobacteria	0.99929595	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_VDCU02000004.1|WP_199065251.1|Group07_0	Group07	0.9998932	Betaproteobacteria	0.9770882	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,tetracycline
JAHINY010000106.1|MBU4423200.1|Group07_0	Group07	0.9998411	Betaproteobacteria	0.7627259	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
WBSG01000002.1|KAB2313983.1|Group07_0	Group07	0.99894875	Gammaproteobacteria	0.46278775	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_RFFK01000013.1|WP_218186841.1|Group07_0	Group07	0.9999852	Gammaproteobacteria	0.9999149	MLS,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline
JAHJOD010000013.1|MBU1364606.1|Group07_0	Group07	0.58655727	Betaproteobacteria	0.6515341	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
PHCU01000008.1|PKO89983.1|Group07_0	Group07	0.9986192	Betaproteobacteria	0.91090286	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JACQYB010000064.1|MBI4756786.1|Group07_0	Group07	0.9999653	Betaproteobacteria	0.7789574	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,fosfomycin,glycopeptide,isoniazid,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
WGNC01000027.1|MBI1285388.1|Group07_0	Group07	0.9996598	Betaproteobacteria	0.8393833	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
