test_id	inti_type	pre_prob	bacterial_host	pre_prob	resistance_category
NZ_JACJRC010000024.1|WP_190575179.1|Group05_1	Group11	0.49176207	Zetaproteobacteria	0.41311604	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
FR718213.1|CBX55412.1|Group05_1	Unclassified	0.997924	Zetaproteobacteria	0.30143073	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,fosfomycin,glycopeptide,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline
NZ_AP021879.1|WP_155312341.1|Group11_1	Group07	0.32785216	Deltaproteobacteria	0.37894917	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
QHMW01000171.1|PYI64225.1|Group05_1	Group15	0.32895645	Zetaproteobacteria	0.534103	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,fosfomycin,glycopeptide,multidrug,nitrofurantoin,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan,trimethoprim
ABYK01000029.1|EDZ93636.1|Group05_1	Group04	0.484855	Gammaproteobacteria	0.5528822	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JABWBP010000148.1|NUQ44339.1|Group05_1	Group02	0.43487602	Gammaproteobacteria	0.44745418	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,glycopeptide,multidrug,peptide,quinolone,rifamycin,tetracycline
MERN01000095.1|OGA95179.1|Group05_1	Group04	0.5329062	Zetaproteobacteria	0.24867879	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,fosfomycin,glycopeptide,isoniazid,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
LN775158.1|CEN54806.1|Group05_1	Group06	0.82828647	Gammaproteobacteria	0.76389253	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,isoniazid,multidrug,peptide,quinolone,rifamycin,tetracycline,triclosan
MZ590537.1|QZL14105.1|Group05_1	Unclassified	0.9992698	Gammaproteobacteria	0.91750956	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
QHMV01000402.1|PYI70671.1|Group05_1	Group06	0.3418945	Deltaproteobacteria	0.5334003	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JAGOBP010000375.1|MBP7689158.1|Group05_1	Group08	0.92738795	Gammaproteobacteria	0.3195746	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,isoniazid,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
QHQC01000065.1|PYL04246.1|Group05_1	Group15	0.8345074	Clostridia	0.20054474	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline,trimethoprim
JACOSD010000352.1|MBI1765454.1|Group05_1	Unclassified	0.9998795	Zetaproteobacteria	0.86936986	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JACMLF010000297.1|MBC7930164.1|Group05_1	Group02	0.3245387	Zetaproteobacteria	0.34343764	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JAACBR010001465.1|NIT59099.1|Group05_1	Group15	0.76957554	Deltaproteobacteria	0.3047948	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,fosfomycin,glycopeptide,multidrug,nitrofurantoin,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JAFDCL010000782.1|MBW2431272.1|Group05_1	Group15	0.9036015	Gammaproteobacteria	0.6731426	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JAHHLV010000104.1|MBT8338878.1|Group05_1	Group04	0.41346326	Gammaproteobacteria	0.407526	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,ethambutol,glycopeptide,isoniazid,multidrug,peptide,quinolone,rifamycin,tetracycline,triclosan
JACMJZ010000020.1|MBC8030181.1|Group05_1	Unclassified	0.996514	Kiritimatiellae	0.8131134	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline
JACDHZ010000040.1|MBA3882160.1|Group05_1	Group08	0.97072047	Betaproteobacteria	0.6672229	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,isoniazid,multidrug,peptide,quinolone,rifamycin,tetracycline,triclosan
JAFASN010000051.1|MBV9008742.1|Group05_1	Group08	0.97478	Zetaproteobacteria	0.58476025	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JACOWJ010000020.1|MBI1987231.1|Group05_1	Unclassified	0.22397205	Spirochaetia	0.4280253	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
VBBX01000267.1|TMH98566.1|Group05_1	Unclassified	0.9988887	Balneolia	0.9477098	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,tetracycline
QHPX01000132.1|PYK93389.1|Group05_1	Group02	0.37334222	Deltaproteobacteria	0.4618777	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,fosfomycin,glycopeptide,multidrug,nitrofurantoin,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
QHXQ01000044.1|PYS91836.1|Group05_1	Unclassified	0.9998882	Zetaproteobacteria	0.7575506	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,tetracycline
JACQZQ010000064.1|MBI4852430.1|Group05_1	Group08	0.3820053	Gammaproteobacteria	0.51914716	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
LN775025.1|CEN54673.1|Group05_1	Group15	0.9858849	Deltaproteobacteria	0.27042964	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline
LN775155.1|CEN54803.1|Group05_1	Unclassified	0.99965584	Zetaproteobacteria	0.5257217	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
DSAB01000108.1|HHS13520.1|Group05_1	Group06	0.4327251	Deltaproteobacteria	0.19370143	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
MHEO01000042.1|OGW62144.1|Group05_1	Group08	0.61949515	Betaproteobacteria	0.44198853	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,quinolone,rifamycin,tetracycline
QHOX01000256.1|PYK22931.1|Group05_1	Group06	0.5198023	Gammaproteobacteria	0.52461463	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JACRLK010000058.1|MBI5812105.1|Group05_1	Group08	0.8301167	Deltaproteobacteria	0.31516817	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JACCTI010000406.1|MBA3387261.1|Group05_1	Group04	0.2435113	Gammaproteobacteria	0.5578771	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JACQCD010000065.1|MBI3607647.1|Group05_1	Group06	0.2511432	Gammaproteobacteria	0.5893081	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,fosfomycin,glycopeptide,multidrug,nitrofurantoin,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan,trimethoprim
JACPFT010000007.1|MBI2380195.1|Group05_1	Group04	0.4361968	Gammaproteobacteria	0.48993418	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
LN849969.1|CRK54780.1|Group05_1	non-inti				
LN775107.1|CEN54755.1|Group05_1	Unclassified	0.99825567	Zetaproteobacteria	0.9569003	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JAHJMP010000044.1|MBU1486633.1|Group05_1	Unclassified	0.99889874	Zetaproteobacteria	0.93774873	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
QHNE01000727.1|PYI94835.1|Group05_1	Group11	0.49639317	Gammaproteobacteria	0.22899237	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
AP021858.1|BBO23553.1|Group05_1	Group08	0.7144853	Gammaproteobacteria	0.41347423	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,tetracycline,triclosan
NZ_CP010311.1|WP_040199870.1|Group05_1	Group08	0.24402025	Gammaproteobacteria	0.79072547	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,ethambutol,glycopeptide,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JAFDCU010000122.1|MBW2406503.1|Group05_1	Unclassified	0.99222165	Zetaproteobacteria	0.7762812	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JACCTF010000166.1|MBA3439024.1|Group05_1	Group06	0.79086816	Betaproteobacteria	0.39207342	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,quinolone,rifamycin,tetracycline,triclosan
AP021856.1|BBO16950.1|Group01_1	Group04	0.71634984	Deltaproteobacteria	0.429829	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JACCZO010000016.1|MBA2433550.1|Group05_1	Group15	0.34435293	Gammaproteobacteria	0.5042374	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,fosfomycin,glycopeptide,multidrug,nitrofurantoin,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline
QHOS01000148.1|PYK13735.1|Group05_1	Unclassified	0.8625482	Deltaproteobacteria	0.5396083	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan,trimethoprim
MFSS01000008.1|OGI44876.1|Group05_1	Group15	0.80563164	Gammaproteobacteria	0.43185017	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JADKFS010000003.1|MBK9712781.1|Group05_1	Group08	0.28252506	Deltaproteobacteria	0.47856534	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
QYQC01000209.1|TSA11926.1|Group05_1	Group15	0.3834396	Zetaproteobacteria	0.24407339	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan,trimethoprim
QHPF01000184.1|PYK23655.1|Group05_1	non-inti				
JAGOWF010000177.1|MBP9664918.1|Group05_1	Group04	0.25108096	Gammaproteobacteria	0.8132227	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JACNJH010000120.1|MBC8361106.1|Group05_1	Unclassified	0.99952114	Deltaproteobacteria	0.8206573	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,tetracycline
DSBF01000137.1|HET54381.1|Group05_1	non-inti				
RECT01000374.1|TVQ52945.1|Group05_1	Group11	0.5372634	Deltaproteobacteria	0.61606044	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_CP036267.1|WP_145206232.1|Group11_1	Group08	0.26626083	Deltaproteobacteria	0.19895588	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline
MNYF01000183.1|OIP30166.1|Group11_1	Unclassified	0.9941425	Planctomycetia	0.7145524	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
WTAG01000723.1|NOR72192.1|Group11_1	non-inti				
JAACTU010000056.1|NCO68177.1|Group11_1	Group05	0.41360986	Gammaproteobacteria	0.2686241	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
CP001390.1|AID57979.1|Group11_1	Group04	0.5773865	Gammaproteobacteria	0.22814806	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
PFWR01000084.1|PJA50221.1|Group11_1	Group11	0.16882169	Deltaproteobacteria	0.31023946	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
VGXO01000010.1|MBM4105428.1|Group11_1	Group04	0.6022324	Zetaproteobacteria	0.48675534	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NC_009483.1|WP_011939716.1|Group11_1	Group11	0.42307058	Deltaproteobacteria	0.32621738	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JAHIZN010000217.1|MBU0700927.1|Group11_1	Group06	0.757709	Deltaproteobacteria	0.43205795	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,fosfomycin,glycopeptide,multidrug,nitrofurantoin,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline,trimethoprim
DREN01000385.1|HDZ91333.1|Group11_1	Unclassified	0.99969995	Zetaproteobacteria	0.9521088	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,glycopeptide,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline
DMLV01000056.1|HAK88930.1|Group11_1	Group08	0.9797987	Betaproteobacteria	0.215334	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
NVXR01000017.1|PHR26900.1|Group11_1	non-inti				
DMVT01000211.1|HAR45675.1|Group11_1	Group06	0.59653986	Deltaproteobacteria	0.40495127	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline
JAFDKW010000043.1|MBW1745089.1|Group11_1	non-inti				
BDTC01000015.1|GBE04743.1|Group11_1	Group08	0.74034303	Deltaproteobacteria	0.5112075	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JACRML010000027.1|MBI5047979.1|Group11_1	Unclassified	0.99478537	Zetaproteobacteria	0.78039867	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
RPRC01000092.1|RQW89902.1|Group11_1	Unclassified	0.99935657	Zetaproteobacteria	0.95933354	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
VGYC01000132.1|MBM4071531.1|Group11_1	Group15	0.7942353	Gammaproteobacteria	0.3570979	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JAAXXJ010000483.1|NTW68066.1|Group11_1	Group04	0.8093796	Zetaproteobacteria	0.26801145	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,isoniazid,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
VGHM01000931.1|MBM3396961.1|Group11_1	non-inti				
VEOT01000125.1|NJD39667.1|Group11_1	Unclassified	0.39792436	Gammaproteobacteria	0.312457	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,quinolone,rifamycin,tetracycline
NZ_CP010904.1|WP_052881338.1|Group11_1	Group04	0.2555201	Deltaproteobacteria	0.29569134	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
PKTV01000206.1|PLX53375.1|Group11_1	Group08	0.8550238	Gammaproteobacteria	0.52525115	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,fosfomycin,glycopeptide,isoniazid,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
VGYC01000083.1|MBM4070536.1|Group11_1	Unclassified	0.992729	Gammaproteobacteria	0.7194477	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JAHISQ010000047.1|MBU1106277.1|Group11_1	Group04	0.7856549	Zetaproteobacteria	0.35675293	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
VMSU01000089.1|MBA3014276.1|Group11_1	Group11	0.4783736	Planctomycetia	0.38678625	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
MGPG01000017.1|OGP11665.1|Group11_1	Group04	0.2869757	Deltaproteobacteria	0.29125288	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JAFGPH010000501.1|MBN1105752.1|Group11_1	Unclassified	0.9817297	Gammaproteobacteria	0.61375296	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_JH651384.1|WP_002709199.1|Group11_1	Group08	0.9008672	Gammaproteobacteria	0.60617596	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,ethambutol,glycopeptide,multidrug,peptide,quinolone,rifamycin,tetracycline
QMMT01000196.1|RLC02167.1|Group11_1	Group15	0.4105758	Deltaproteobacteria	0.51080483	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline
MSYK01000155.1|OVE80796.1|Group11_1	Unclassified	0.999153	Unassigned	0.99970144	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
NC_016112.1|WP_014148260.1|Group11_1	Group08	0.8755555	Zetaproteobacteria	0.5018825	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JAHBXT010000002.1|MBX3421614.1|Group11_1	Unclassified	0.9328775	Zetaproteobacteria	0.6452269	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JADJJS010000011.1|MBK7542848.1|Group11_1	Unclassified	0.27105582	Deltaproteobacteria	0.6929103	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
MHDZ01000054.1|OGW28169.1|Group11_1	Group15	0.4857657	Zetaproteobacteria	0.22489643	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
JACQEL010000999.1|MBI3801891.1|Group11_1	Group04	0.5787856	Zetaproteobacteria	0.39302263	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,quinolone,rifamycin,tetracycline
JACRPF010000018.1|MBI4979044.1|Group11_1	non-inti				
JAGXSU010000061.1|MBS3952833.1|Group11_1	Group07	0.30519912	Zetaproteobacteria	0.24109513	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,fosfomycin,glycopeptide,isoniazid,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
JAFGES010000112.1|MBN1932332.1|Group11_1	Group06	0.30782965	Gammaproteobacteria	0.4974971	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
CP035467.1|QCW82922.1|Group11_1	Unclassified	0.9992149	Deltaproteobacteria	0.95542383	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,fosfomycin,glycopeptide,multidrug,peptide,quinolone,rifamycin,sulfonamide,tetracycline
JACQYM010000091.1|MBI4791970.1|Group11_1	Unclassified	0.5686089	Deltaproteobacteria	0.4444369	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_FWXY01000014.1|WP_084069919.1|Group11_1	Group15	0.45624816	Zetaproteobacteria	0.23564899	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
VGHM01000799.1|MBM3396665.1|Group11_1	Group08	0.76425093	Gammaproteobacteria	0.2193192	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
AVFR01000592.1|ESQ14630.1|Group11_1	Group04	0.7680879	Gammaproteobacteria	0.35715505	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,sulfonamide,tetracycline
NZ_JXBL01000001.1|WP_039644702.1|Group11_1	Group08	0.8532446	Gammaproteobacteria	0.5075738	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,chloramphenicol,elfamycin,ethambutol,fosfomycin,glycopeptide,multidrug,peptide,pleuromutilin,polymyxin,quinolone,rifamycin,sulfonamide,tetracycline,triclosan
NZ_JHYQ01000001.1|WP_051542563.1|Group11_1	Unclassified	0.99983084	Gammaproteobacteria	0.97499985	MLS,aminocoumarin,aminoglycoside,bacitracin,beta-lactam,elfamycin,glycopeptide,multidrug,peptide,pleuromutilin,quinolone,rifamycin,tetracycline
